image,title,artist,year,movement
https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Las_Meninas%2C_by_Diego_Vel%C3%A1zquez%2C_from_Prado_in_Google_Earth.jpg/1920px-Las_Meninas%2C_by_Diego_Vel%C3%A1zquez%2C_from_Prado_in_Google_Earth.jpg,las meninas,diego velazquez,1656,baroque
https://upload.wikimedia.org/wikipedia/commons/3/35/Jacques-Louis_David%2C_Le_Serment_des_Horaces.jpg,oath of the horatii,jacques-louis david,1784,neoclassicism
https://upload.wikimedia.org/wikipedia/commons/b/b6/The_Blue_Boy.jpg,the blue boy,thomas gainsborough,1770,rococo
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/La_ronda_de_noche%2C_por_Rembrandt_van_Rijn.jpg/1920px-La_ronda_de_noche%2C_por_Rembrandt_van_Rijn.jpg,the night watch,rembrandt van rijn,1642,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/d/d8/Pieter_Bruegel_the_Elder_-_Hunters_in_the_Snow_%28Winter%29_-_Google_Art_Project.jpg,the hunters in the snow,pieter bruegel the elder,1565,northern renaissance
https://upload.wikimedia.org/wikipedia/commons/9/95/Washington_Crossing_the_Delaware_by_Emanuel_Leutze%2C_MMA-NYC%2C_1851.jpg,washington crossing the delaware,emmanuel leutze,1851,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Nicolas_Poussin_-_Et_in_Arcadia_ego_%28deuxi%C3%A8me_version%29.jpg/3840px-Nicolas_Poussin_-_Et_in_Arcadia_ego_%28deuxi%C3%A8me_version%29.jpg,et in arcadia ego,nicolas poussin,1638,baroque / classicism
https://wallpapercave.com/wp/wp8122841.jpg,the son of man,rene magritte,1964,surrealism
https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/William-Adolphe_Bouguereau_%281825-1905%29_-_The_Birth_of_Venus_%281879%29.jpg/1280px-William-Adolphe_Bouguereau_%281825-1905%29_-_The_Birth_of_Venus_%281879%29.jpg,the birth of venus,william-adolphe bouguereau,1879,academicism / neoclassicism
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Alexandre_Cabanel_Ph%C3%A8dre.jpg/1920px-Alexandre_Cabanel_Ph%C3%A8dre.jpg,phaedra,alexandre cabanel,1880,academicism
https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/The_Roses_of_Heliogabalus.jpg/1920px-The_Roses_of_Heliogabalus.jpg,the roses of heliogabalus,lawrence alma-tadema,1888,academicism / neoclassicism
https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Death_of_Marat_by_David.jpg/1280px-Death_of_Marat_by_David.jpg,the death of marat,jacques-louis david,1793,neoclassicism
https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Piet_Mondrian%2C_1942_-_Broadway_Boogie_Woogie.jpg/1920px-Piet_Mondrian%2C_1942_-_Broadway_Boogie_Woogie.jpg,broadway boogie woogie,piet mondrian,1942-1943,geometric abstraction / de stijl
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Piet_Mondriaan%2C_1930_-_Mondrian_Composition_II_in_Red%2C_Blue%2C_and_Yellow.jpg/1920px-Piet_Mondriaan%2C_1930_-_Mondrian_Composition_II_in_Red%2C_Blue%2C_and_Yellow.jpg,"composition with red, blue and yellow",piet mondrian,1930,geometric abstraction / de stijl
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/%28Venice%29_Annunciation_by_Giambattista_Pittoni_-_Gallerie_Accademia.jpg/960px-%28Venice%29_Annunciation_by_Giambattista_Pittoni_-_Gallerie_Accademia.jpg,annunciation,giovanni battista pittoni,1757,rococo
https://upload.wikimedia.org/wikipedia/commons/5/54/La_gallina_ciega_%28cart%C3%B3n_restaurado%29_por_Francisco_de_Goya.jpg,blind man's bluff,francisco de goya,1789,rococo
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Muchachos_jugando_a_soldados.jpg/960px-Muchachos_jugando_a_soldados.jpg,boys playing soldiers,francisco de goya,1778-1779,rococo
https://upload.wikimedia.org/wikipedia/commons/4/4b/David_Garrick_Between_Tragedy_and_Comedy.jpg,david garrick between tragedy and comedy,joshua reynolds,1761,rococo / neoclassical
https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/La_familia_de_Felipe_V.jpg/1920px-La_familia_de_Felipe_V.jpg,the family of philip v,jean ranc,1723,rococo / baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/La_familia_de_Felipe_V_%28Van_Loo%29.jpg/1920px-La_familia_de_Felipe_V_%28Van_Loo%29.jpg,the family of philip v,louis-michel van loo,1743,rococo / baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Antoine_Watteau_-_L%27imbarco_per_Citera.jpg/1920px-Antoine_Watteau_-_L%27imbarco_per_Citera.jpg,fete galante,antoine watteau,1717,rococo
https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Jean-Antoine_Watteau_-_F%C3%AAtes_Venitiennes_-_Google_Art_Project.jpg/1280px-Jean-Antoine_Watteau_-_F%C3%AAtes_Venitiennes_-_Google_Art_Project.jpg,fetes venitiennes,antoine watteau,1719,rococo
https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Gaspare_Traversi-Portrait_de_Gian_Lorenzo_Berti-Mus%C3%A9e_des_Beaux-Arts_de_Strasbourg.JPG/1280px-Gaspare_Traversi-Portrait_de_Gian_Lorenzo_Berti-Mus%C3%A9e_des_Beaux-Arts_de_Strasbourg.JPG,gian lorenzo berti,gaspare traversi,1754-1756,rococo
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Jean-Baptiste_Oudry_-_A_Hare_and_a_Leg_of_Lamb_-_1969.53_-_Cleveland_Museum_of_Art.tiff/lossy-page1-1280px-Jean-Baptiste_Oudry_-_A_Hare_and_a_Leg_of_Lamb_-_1969.53_-_Cleveland_Museum_of_Art.tiff.jpg,a hare and a leg of lamb,jean-baptiste oudry,1742,rococo
https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Baudouin%2C_Pierre_Antoine_-_The_Honest_Model_-_1769.jpg/1920px-Baudouin%2C_Pierre_Antoine_-_The_Honest_Model_-_1769.jpg,the honest model,pierre-antoine baudouin,1769,rococo / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Gian_Domenico_Tiepolo-La_Vierge_en_gloire-Mus%C3%A9e_des_beaux-arts_de_Strasbourg.jpg/1280px-Gian_Domenico_Tiepolo-La_Vierge_en_gloire-Mus%C3%A9e_des_beaux-arts_de_Strasbourg.jpg,the immaculate conception with saint lawrence and saint francis of paola,giovanni domenico tiepolo,1770-1774,rococo
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Philippe-Jacques_Loutherbourg_-_Mus%C3%A9e_des_Bx-Arts_Strasbourg-Troupeau.jpg/1920px-Philippe-Jacques_Loutherbourg_-_Mus%C3%A9e_des_Bx-Arts_Strasbourg-Troupeau.jpg,landscape with animals,philip james de loutherbourg,1767,rococo
https://upload.wikimedia.org/wikipedia/commons/1/14/Lucretia_10.jpg,lucretia,andrea casali,1750,rococo
https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Madame_de_Pompadour_at_her_Tambour%2C_National_Gallery.jpg/1280px-Madame_de_Pompadour_at_her_Tambour%2C_National_Gallery.jpg,madame de pompadour at her tambour frame,francois-hubert drouais,1763-1764,rococo
https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Jean_marc_nattier_-_madame_louise-elisabeth.jpg/1920px-Jean_marc_nattier_-_madame_louise-elisabeth.jpg,"madame louise-elisabeth, duchess of parma - the earth",jean-marc nattier,1750,rococo
https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Don_Manuel_Osorio_Manrique_de_Z%C3%BA%C3%B1iga.jpg/1280px-Don_Manuel_Osorio_Manrique_de_Z%C3%BA%C3%B1iga.jpg,manuel osorio manrique de zuniga,francisco de goya,1787-1788,rococo
https://upload.wikimedia.org/wikipedia/commons/e/e1/Jean_Barbault%2C_Berger_napolitain_et_bufflonne_quittant_une_grotte.jpg,neapolitan herder and a cow leaving a cave,jean barbault,1750,rococo
https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Woman_writing_a_letter%2C_with_her_maid%2C_by_Johannes_Vermeer.jpg/1280px-Woman_writing_a_letter%2C_with_her_maid%2C_by_Johannes_Vermeer.jpg,lady writing a letter with her maid,johannes vermeer,1670-1671,dutch golden age
https://upload.wikimedia.org/wikipedia/commons/5/54/La_novillada.jpg,la novillada,francisco de goya,1780,rococo
https://upload.wikimedia.org/wikipedia/commons/f/fc/Denis_Diderot_by_Louis-Michel_van_Loo.jpg,portrait of denis diderot,louis-michel van loo,1767,rococo
https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/El_columpio.jpg/960px-El_columpio.jpg,the swing,francisco de goya,1779,rococo
https://upload.wikimedia.org/wikipedia/commons/6/67/Carle_van_Loo_-_The_Three_Graces%2C_1765.jpg,the three graces,charles-andre van loo,1765,rococo
https://cdn.topofart.com/images/artists/Vincent_van_Gogh/paintings-wm/gogh002.webp,irises,vincent van gogh,1889,post-impressionism
https://cdn.topofart.com/images/artists/Harmenszoon_van_Rijn_Rembrandt/paintings-wm/rembrandt253.webp,the man with the golden helmet,rembrandt van rijn,1636,baroque / dutch golden age
https://cdn.topofart.com/images/artists/Vincent_van_Gogh/paintings-wm/gogh103.webp,blossoming almond tree,vincent van gogh,1890,post-impressionism
https://cdn.topofart.com/images/artists/Claude_Oscar_Monet/paintings-wm/monet177.webp,woman with a parasol - madame monet and her son,claude monet,1875,impressionism
https://cdn.topofart.com/images/artists/Alessandro_Filippepi_Botticelli/paintings-wm/botticelli001.webp,the birth of venus,sandro botticelli,1485,early renaissance
https://cdn.topofart.com/images/artists/Hilaire_Germain_Edgar_Degas/paintings-wm/degas051.webp,dancers in blue,edgar degas,1890,impressionism
https://cdn.topofart.com/images/artists/Pierre-Auguste_Renoir/paintings-wm/renoir004.webp,two sisters (on the terrace),pierre-auguste renoir,1881,impressionism
https://cdn.topofart.com/images/artists/Pierre-Auguste_Renoir/paintings-wm/renoir190.webp,the skiff (la yole),pierre-auguste renoir,1875,impressionism
https://cdn.topofart.com/images/artists/Vincent_van_Gogh/paintings-wm/gogh108.webp,vase with irises against a yellow background,vincent van gogh,1890,post-impressionism
https://cdn.topofart.com/images/artists/Vincent_van_Gogh/paintings-wm/gogh045.webp,wheat field with cypresses,vincent van gogh,1889,post-impressionism
https://cdn.topofart.com/images/artists/John_Singer_Sargent/paintings-wm/sargent019.webp,madame x (madame pierre gautreau),john singer sargent,1884,realism / aestheticism
https://cdn.topofart.com/images/artists/Raffaello_Sanzio_Raphael/paintings-wm/raphael016.webp,the sistine madonna,raphael,1513,high renaissance
https://cdn.topofart.com/images/artists/Jean-Francois_Millet/paintings-wm/millet001.webp,the angelus,jean-francois millet,1857-1859,realism
https://cdn.topofart.com/images/artists/John_Collier/paintings-wm/collier004.webp,lady godiva,john collier,1898,pre-raphaelite / romanticism / academicism
https://cdn.topofart.com/images/artists/Michelangelo_Merisi_da_Caravaggio/paintings-wm/caravaggio031.webp,the calling of saint matthew,caravaggio,1599,baroque
https://cdn.topofart.com/images/artists/Marcel-Duchamp/paintings-wm/duchamp-001.webp,nude descending a staircase ii,marcel duchamp,1912,cubism
https://cdn.topofart.com/images/artists/Edouard_Manet/paintings-wm/manet001.webp,olympia,edouard manet,1863,realism / impressionism / modernism
https://cdn.topofart.com/images/artists/Johannes_van_Delft_Vermeer/paintings-wm/vermeer001.webp,the milkmaid (the kitchen maid),johannes vermeer,1658-1660,dutch golden age
https://cdn.topofart.com/images/artists/Wassily_Kandinsky/paintings-wm/kandinsky002.webp,concentric circles,wassily kandinsky,1913,abstraction / expressionism
https://cdn.topofart.com/images/artists/Francisco_de_Goya_y_Lucientes/paintings-wm/goya002.webp,saturn devouring one of his sons,francisco de goya,1821-1823,romanticism
https://cdn.topofart.com/images/artists/Sir_John_Everett_Millais/paintings-wm/millais002.webp,ophelia,john everett millais,1851-1852,pre-raphaelite / romanticism
https://cdn.topofart.com/images/artists/Caspar_David_Friedrich/paintings-wm/friedrich003.webp,the polar sea (the sea of ice),casper david friedrich,1823-1824,romanticism
https://cdn.topofart.com/images/artists/Pierre-Auguste_Renoir/paintings-wm/renoir003.webp,dance at bougival,pierre-auguste renoir,1883,impressionism
https://cdn.topofart.com/images/artists/Amedeo_Modigliani/paintings-wm/modigliani004.webp,red nude (nude on a cushion),amedeo modigliani,1917,expressionism
https://cdn.topofart.com/images/artists/Joseph_Mallord_William_Turner/paintings-wm/turner012.webp,the fighting temeraire,jmw turner,1839,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Turner_-_Rain%2C_Steam_and_Speed_-_National_Gallery_file.jpg/960px-Turner_-_Rain%2C_Steam_and_Speed_-_National_Gallery_file.jpg,"rain, steam and speed - the great western railway",jmw turner,1844,romanticism
https://cdn.topofart.com/images/artists/Delacroix/paintings-wm/delacroix-005.webp,liberty leading the people,eugene delacroix,1830,romanticism
https://cdn.topofart.com/images/artists/John_Singer_Sargent/paintings-wm/sargent030.webp,"carnation, lily, lily, rose",john singer sargent,1885-1886,impressionism / aestheticism
https://cdn.topofart.com/images/artists/Giorgio_da_Castelfranco_Giorgione/paintings-wm/giorgione003.webp,the sleeping venus,giorgione,1508-1510,high renaissance
https://cdn.topofart.com/images/artists/Jean_Auguste_Dominique_Ingres/paintings-wm/ingres026.webp,the grande odalisque,jean-auguste-dominique ingres,1814,neoclassicism / romanticism / mannerism
https://cdn.topofart.com/images/artists/Francisco_de_Goya_y_Lucientes/paintings-wm/goya003.webp,la maja desnuda,francisco de goya,1797-1800,romanticism
https://cdn.topofart.com/images/artists/Hilaire_Germain_Edgar_Degas/paintings-wm/degas012.webp,the dance class,edgar degas,1873-1876,impressionism
https://cdn.topofart.com/images/artists/Adolphe-William_Bouguereau/paintings-wm/bouguereau055.webp,the abduction of psyche,adolphe-william bouguereau,1895,academicism
https://cdn.topofart.com/images/artists/Francois_Boucher/paintings-wm/boucher044.webp,the odalisque,francois boucher,1745,rococo
https://cdn.topofart.com/images/artists/Jean_Auguste_Dominique_Ingres/paintings-wm/ingres008.webp,napoleon i on the imperial throne,jean-auguste-dominique ingres,1806,neoclassicism
https://cdn.topofart.com/images/artists/Gustave_Caillebotte/paintings-wm/caillebotte001.webp,the floor scrapers,gustave caillebotte,1875,realism / impressionism
https://cdn.topofart.com/images/artists/John_William_Waterhouse/paintings-wm/waterhouse059.webp,boreas,john william waterhouse,1903,pre-raphaelite / romanticism
https://cdn.topofart.com/images/artists/Pieter_the_Elder_Bruegel/paintings-wm/bruegel003.webp,netherlandish proverbs,pieter bruegel the elder,1559,northern renaissance
https://cdn.topofart.com/images/artists/Giorgio_da_Castelfranco_Giorgione/paintings-wm/giorgione014.webp,the tempest,giorgione,1505,high renaissance
https://cdn.topofart.com/images/artists/Raffaello_Sanzio_Raphael/paintings-wm/raphael008.webp,madonna della seggiola,raphael,1512-1514,high renaissance
https://cdn.topofart.com/images/artists/Claude_Oscar_Monet/paintings-wm/monet345.webp,stacks of wheat (end of summer),claude monet,1891,impressionism
https://cdn.topofart.com/images/artists/da_Vinci_Leonardo/paintings-wm/leonardo021.webp,virgin and child with st anne,leonardo da vinci,1502-1513,high renaissance
https://cdn.topofart.com/images/artists/Paul_Cezanne/paintings-wm/cezanne030.webp,mont sainte-victoire and the viaduct of the arc river valley,paul cezanne,1882-1885,post-impressionism
https://cdn.topofart.com/images/artists/Vincent_van_Gogh/paintings-wm/gogh129.webp,portrait of doctor gachet,vincent van gogh,1890,post-impressionism
https://cdn.topofart.com/images/artists/Paul_Gauguin/paintings-wm/gauguin018.webp,two tahitian women,paul gauguin,1899,post-impressionism / symbolism / synthetism / primitivism
https://cdn.topofart.com/images/artists/Tiziano_Vecellio_Titian/paintings-wm/titian167.webp,the rape of europa,titian,1559-1562,mannerism
https://cdn.topofart.com/images/artists/Claude_Oscar_Monet/paintings-wm/monet195.webp,boulevard des capucines,claude monet,1873-1874,impressionism
https://cdn.topofart.com/images/artists/Paul_Gauguin/paintings-wm/gauguin032.webp,nafeaffaa lpolpo (when will you marry),paul gauguin,1892,post-impressionism / synthetism / primitivism
https://cdn.topofart.com/images/artists/Tiziano_Vecellio_Titian/paintings-wm/titian002.webp,a man with a quilted sleeve (ariosto),titian,1510-1512,high renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Da_Vinci_Vitruve_Luc_Viatour.jpg/1280px-Da_Vinci_Vitruve_Luc_Viatour.jpg,vitruvian man,leonardo da vinci,1490,high renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/M._v._Heemskerck-Mus%C3%A9e_des_Bx-Arts_Strasbourg-G%C3%A9d%C3%A9on-Adam_Eve-Ausschnitt_2.jpg/500px-M._v._Heemskerck-Mus%C3%A9e_des_Bx-Arts_Strasbourg-G%C3%A9d%C3%A9on-Adam_Eve-Ausschnitt_2.jpg,adam and eve,maarten van heemskerck,1550,mannerism / northern renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/M._v._Heemskerck-Mus%C3%A9e_des_Bx-Arts_Strasbourg-G%C3%A9d%C3%A9on-Adam_Eve-Ausschnitt_1.jpg/500px-M._v._Heemskerck-Mus%C3%A9e_des_Bx-Arts_Strasbourg-G%C3%A9d%C3%A9on-Adam_Eve-Ausschnitt_1.jpg,gideon and the fleece,maarten van heemskerck,1550,mannerism / northern renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Allegory_of_Repentance_mg_0014.jpg/1920px-Allegory_of_Repentance_mg_0014.jpg,allegory of vanity and repentance,cornelis van haarlem,1616,mannerism / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Parmigianino_-_Madonna_and_Child_with_Angels%2C_known_as_the_Madonna_with_the_Long_Neck.jpg/960px-Parmigianino_-_Madonna_and_Child_with_Angels%2C_known_as_the_Madonna_with_the_Long_Neck.jpg,madonna with the long neck,parmigianino,1535-1540,mannerism
https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Parmigianino_Selfportrait.jpg/1920px-Parmigianino_Selfportrait.jpg,self-portrait in a convex mirror,parmigianino,1524,mannerism
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Parmigianino_-_The_Madonna_and_Child_with_Saints_%28The_Vision_of_St_Jerome%29.jpg/960px-Parmigianino_-_The_Madonna_and_Child_with_Saints_%28The_Vision_of_St_Jerome%29.jpg,the vision of saint jerome,parmigianino,1526-1527,mannerism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Bathers_at_San_Niccolo.jpg/1920px-Bathers_at_San_Niccolo.jpg,bathers at san niccolo,domenico cresti,1600,mannerism
https://upload.wikimedia.org/wikipedia/commons/9/98/Diana_the_Huntress_-_School_of_Fontainebleau%2C_attributed_to_Luca_Penni.jpg,diana the huntress,anonymous,1550,mannerism
https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Jacopo_zucchi%2C_et%C3%A0_dell%27oro%2C_1476%2C_su_tavola%2C_01.jpg/1280px-Jacopo_zucchi%2C_et%C3%A0_dell%27oro%2C_1476%2C_su_tavola%2C_01.jpg,the golden age,jacopo zucchi,1576-1581,mannerism
https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/The_Lawyer%2C_possibly_Ulrich_Zasius%2C_1461-1536%2C_humanist%2C_jurist_%28Giuseppe_Arcimboldo%29_-_Nationalmuseum_-_15897.jpg/1280px-The_Lawyer%2C_possibly_Ulrich_Zasius%2C_1461-1536%2C_humanist%2C_jurist_%28Giuseppe_Arcimboldo%29_-_Nationalmuseum_-_15897.jpg,the jurist,giuseppe arcimboldo,1566,mannerism
https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Jacopo_zucchi%2C_et%C3%A0_dell%27argento%2C_1576%2C_su_tavola%2C_01.jpg/1280px-Jacopo_zucchi%2C_et%C3%A0_dell%27argento%2C_1576%2C_su_tavola%2C_01.jpg,the silver age,jacopo zucchi,1578-1581,mannerism
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Masaccio%2C_trinit%C3%A0.jpg/960px-Masaccio%2C_trinit%C3%A0.jpg,the holy trinity,masaccio,1426-1428,early renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Paolo_Veronese_-_Mars_and_Venus_United_by_Love_-_Google_Art_Project.jpg/1280px-Paolo_Veronese_-_Mars_and_Venus_United_by_Love_-_Google_Art_Project.jpg,venus and mars,paolo veronese,1570-1579,mannerism
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Les_massacres_du_Triumvirat_-_Antoine_Caron_-_Mus%C3%A9e_du_Louvre_Peintures_RF_1939_28_-_photo_2.jpg/1920px-Les_massacres_du_Triumvirat_-_Antoine_Caron_-_Mus%C3%A9e_du_Louvre_Peintures_RF_1939_28_-_photo_2.jpg,the massacres of the triumvirate,antoine caron,1566,mannerism
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Moses_Striking_the_Rock_MET_DP145411.jpg/1920px-Moses_Striking_the_Rock_MET_DP145411.jpg,moses striking the rock,abraham bloemaert,1596,mannerism
https://upload.wikimedia.org/wikipedia/commons/a/ae/Perdono_di_carlo_gesualdo_1609.jpg,il perdono di gesualdo,giovanni balducci,1609,mannerism
https://upload.wikimedia.org/wikipedia/commons/4/4c/Jacopo_Tintoretto_-_Portrait_of_Alvise_Cornaro_-_WGA22687.jpg,portrait of alvise cornaro,tintoretto,1560-1565,mannerism
https://upload.wikimedia.org/wikipedia/commons/d/de/Fede_Galizia_-_Portrait_of_Paolo_Morigia_-_WGA08429.jpg,portrait of paolo morigia,fede galizia,1592-1595,mannerism
https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Tintoretto-selfport.jpg/1280px-Tintoretto-selfport.jpg,self-portrait,tintoretto,1588,mannerism
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Rideau%2C_Cruchon_et_Compotier%2C_par_Paul_C%C3%A9zanne%2C_Yorck_Project.jpg/1920px-Rideau%2C_Cruchon_et_Compotier%2C_par_Paul_C%C3%A9zanne%2C_Yorck_Project.jpg,"rideau, cruchon et compotier",paul cezanne,1893-1894,post-impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Paul_C%C3%A9zanne%2C_French_-_The_Large_Bathers_-_Google_Art_Project.jpg/1920px-Paul_C%C3%A9zanne%2C_French_-_The_Large_Bathers_-_Google_Art_Project.jpg,the bathers,paul cezanne,1898-1905,post-impressionism
https://upload.wikimedia.org/wikipedia/commons/8/83/Paul_C%C3%A9zanne%2C_Pyramid_of_Skulls%2C_c._1901.jpg,pyramid of skulls,paul cezanne,1901,post-impressionism
https://upload.wikimedia.org/wikipedia/commons/b/b7/Apoth%C3%A9ose_de_Delacroix%2C_par_Paul_C%C3%A9zanne.jpg,apotheose de delacroix,paul cezanne,1890-1894,post-impressionism
https://upload.wikimedia.org/wikipedia/commons/a/a3/Paul_Cezanne%2C_A_Modern_Olympia%2C_c._1873-1874.jpg,a modern olympia,paul cezanne,1873-1874,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Montagne_Sainte-Victoire%2C_par_Paul_C%C3%A9zanne_108.jpg/1920px-Montagne_Sainte-Victoire%2C_par_Paul_C%C3%A9zanne_108.jpg,montagne sainte-victoire,paul cezanne,1904,post-impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Cezanne_Ambroise_Vollard.jpg/1280px-Cezanne_Ambroise_Vollard.jpg,portrait of ambroise vollard,paul cezanne,1899,post-impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/C%C3%A9zanne%2C_Paul_-_Still_Life_with_a_Curtain.jpg/1920px-C%C3%A9zanne%2C_Paul_-_Still_Life_with_a_Curtain.jpg,still life with a curtain,paul cezanne,1895,post-impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Le_Jardinier_Vallier%2C_par_Paul_C%C3%A9zanne%2C_coll._priv%C3%A9e%2C_1906.jpg/1280px-Le_Jardinier_Vallier%2C_par_Paul_C%C3%A9zanne%2C_coll._priv%C3%A9e%2C_1906.jpg,portrait of gardiner vallier,paul cezanne,1906,post-impressionism
https://upload.wikimedia.org/wikipedia/commons/1/12/Le_Bassin_du_Jas_de_Bouffan%2C_par_Paul_C%C3%A9zanne.jpg,the pool at jas de bouffan,paul cezanne,1876,post-impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Cezanne_-_Ebene_mit_dem_Mont_Sainte_Victoire.jpg/1920px-Cezanne_-_Ebene_mit_dem_Mont_Sainte_Victoire.jpg,"the plain with mont sainte victoire, view from valcros",paul cezanne,1879-1880,post-impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Mont_Sainte-Victoire_with_Large_Pine%2C_by_Paul_C%C3%A9zanne.jpg/1920px-Mont_Sainte-Victoire_with_Large_Pine%2C_by_Paul_C%C3%A9zanne.jpg,mont sainte-victoire with large pine,paul cezanne,1887,post-impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Lac_d%27Annecy%2C_par_Paul_C%C3%A9zanne.jpg/1920px-Lac_d%27Annecy%2C_par_Paul_C%C3%A9zanne.jpg,lac d'annecy,paul cezanne,1896,post-impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Leonardo_Da_Vinci_-_Vergine_delle_Rocce_%28Louvre%29.jpg/960px-Leonardo_Da_Vinci_-_Vergine_delle_Rocce_%28Louvre%29.jpg,virgin of the rocks,leonardo da vinci,1483-1486,high renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Rembrandt_-_The_Anatomy_Lesson_of_Dr_Nicolaes_Tulp.jpg/1920px-Rembrandt_-_The_Anatomy_Lesson_of_Dr_Nicolaes_Tulp.jpg,the anatomy lesson of dr. nicolaes tulp,rembrandt van rijn,1632,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Rembrandt-Belsazar.jpg/1920px-Rembrandt-Belsazar.jpg,belshazzar's feast,rembrandt van rijn,1635-1638,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Rembrandt_The_Hundred_Guilder_Print.jpg/1920px-Rembrandt_The_Hundred_Guilder_Print.jpg,hundred guilder print,rembrandt van rijn,1647-1649,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Rembrandt_Harmensz._van_Rijn_016.jpg/1920px-Rembrandt_Harmensz._van_Rijn_016.jpg,bathsheba at her bath,rembrandt van rijn,1654,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Rembrandt_-_De_Staalmeesters-_het_college_van_staalmeesters_%28waardijns%29_van_het_Amsterdamse_lakenbereidersgilde_-_Google_Art_Project.jpg/1920px-Rembrandt_-_De_Staalmeesters-_het_college_van_staalmeesters_%28waardijns%29_van_het_Amsterdamse_lakenbereidersgilde_-_Google_Art_Project.jpg,the sampling officials,rembrandt van rijn,1662,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Rembrandt_Harmensz_van_Rijn_-_Return_of_the_Prodigal_Son_-_Google_Art_Project.jpg/1280px-Rembrandt_Harmensz_van_Rijn_-_Return_of_the_Prodigal_Son_-_Google_Art_Project.jpg,the return of the prodigal son,rembrandt van rijn,1661-1669,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Rembrandt_laughing.jpg/1280px-Rembrandt_laughing.jpg,self-portrait,rembrandt van rijn,1628,baroque / dutch golden age
